Image,actual_shape,predicted_shape,generated_caption,Description
Polymixia fusca_Sp6_L (20).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (21).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (22).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (23).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (24).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (25).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (26).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (27).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (3).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (4).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (5).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (7).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (8).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, lobed dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (9).tif,approximately pentagonal,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, crenate to lobed dorsal and entire to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: irregular to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than the cauda. Cauda: tubular, markedly curved. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Psenopsis sp_Sp4_R (10).tif,Hexagonal,oval,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.
Class detected:Cubiceps baxteri","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (11).tif,Hexagonal,oval,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.
Class detected:Cubiceps baxteri","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly to strongly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
