Image,actual_shape,predicted_shape,generated_caption,Description
AI10L 0.75X.tif,spindle-shaped to fusiform,elliptical,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: angled to irregular, rostrum blunt, antirostrum blunt, excisura wide with wide shallow notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round to angled, rostrum round and antirostrum poorly defined or round, excisura wide with wide, shallow notch . Posterior region: double-peaked."
AI23 0.75XDORSAL1.tif,spindle-shaped to fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI23R 0.75X.tif,spindle-shaped to fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide, shallow notch. Posterior region: Blunt.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI26R 0.75X.tif,spindle-shaped to fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: round,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt."
AI35R 0.75X.tif,spindle-shaped to fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate to entire dorsal and entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide, shallow notch. Posterior region: Round.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum round and antirostrum slightly angled or poorly defined, excisura narrow with wide, shallow notch. Posterior region: blunt."
AI3R .75X.tif,spindle-shaped to fusiform,triangular to spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: triangular to spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: double-peaked."
AI4.tif,fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined or blunt, excisura wide with wide, deep notch. Posterior region: Blunt.","Type: Sagittal. Side: Right otolith. Shape: fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: double-peaked, rostrum double-peaked and antirostrum blunt to angled, excisura wide with wide, shallow notch. Posterior region: blunt."
AI44R 0.75X.tif,spindle-shaped to fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum pointed and antirostrum poorly developed or blunt, excisura moderately wide with shallow, wide notch. Posterior region: blunt to round.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: round."
AI53R 0.75X.tif,fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, sinuate to entire dorsal and sinuate to entire ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: round,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: angled."
AI58R 0.75X.tif,spindle-shaped to fusiform,spindle-shaped,"Type: Sagittal. Side: Right otolith. Shape: spindle-shaped, entire to sinuate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: angled, rostrum pointed and antirostrum poorly defined or blunt, excisura moderately wide with wide, shallow notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum round, excisura wide with wide, shallow notch. Posterior region: double-peaked."
AI7.tif,spindle-shaped to fusiform,oval to elliptical,"Type: Sagittal. Side: Right otolith. Shape: oval to elliptical, sinuate dorsal and sinuate ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: Blunt.","Type: Sagittal. Side: Right otolith. Shape: spindle-shaped to fusiform, sinuate to entire dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, longer than cauda. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: angled."
Minous dempsterae_Sp4_L (10).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (11).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: oblique to round.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (12).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (13).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (14).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (15).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
Minous dempsterae_Sp4_L (16).tif,elliptical,oval,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt."
