Image,actual_label,predicted_label,generated_caption,Description,anterior_gt_raw,anterior_gen_raw,CER
Dactyloptena orientalis_Sp10_L (4).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked.","blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.6144578313253012
Dactyloptena orientalis_Sp10_L (5).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked.","blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.6144578313253012
Dactyloptena orientalis_Sp10_L (6).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt or poorly developed, excisura wide with poorly developed or shallow, acute notch. Posterior region: blunt to double-peaked.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked.","blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch","blunt, rostrum blunt and antirostrum blunt or poorly developed, excisura wide with poorly developed or shallow, acute notch",0.5903614457831325
Dactyloptena orientalis_Sp10_L (7).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Left otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked.","blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.6144578313253012
Dactyloptena orientalis_Sp10_L (8).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Left otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked.","blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.6144578313253012
Dactyloptena orientalis_Sp10_L (9).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt or poorly developed, excisura wide with poorly developed or shallow, acute notch. Posterior region: blunt to double-peaked.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked.","blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch","blunt, rostrum blunt and antirostrum blunt or poorly developed, excisura wide with poorly developed or shallow, acute notch",0.5903614457831325
Dactyloptena orientalis_Sp10_R (1).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.12941176470588237
Dactyloptena orientalis_Sp10_R (10).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum blunt or poorly developed, excisura moderately wide with wide, shallow notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","angled, rostrum blunt and antirostrum blunt or poorly developed, excisura moderately wide with wide, shallow notch",0.5529411764705883
Dactyloptena orientalis_Sp10_R (11).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum blunt or poorly developed, excisura moderately wide with wide, shallow notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","angled, rostrum blunt and antirostrum blunt or poorly developed, excisura moderately wide with wide, shallow notch",0.5529411764705883
Dactyloptena orientalis_Sp10_R (12).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum peaked, excisura wide and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","angled, rostrum blunt and antirostrum peaked, excisura wide and notch poorly developed",0.27058823529411763
Dactyloptena orientalis_Sp10_R (13).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","angled, rostrum blunt and antirostrum poorly developed, excisura and notch poorly developed",0.07058823529411765
Dactyloptena orientalis_Sp10_R (2).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.12941176470588237
Dactyloptena orientalis_Sp10_R (3).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.12941176470588237
Dactyloptena orientalis_Sp10_R (4).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: oval, sinuate  dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel like. Cauda: tubular, strongly curved. Anterior region: angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: double-peaked.","angled, rostrum and antirostrum poorly developed, excisura and notch poorly developed","peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed",0.12941176470588237
